description,Beilagensalat,Regio Apfel,type,diet,mensa,image_path
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2025-06-18/mensa-littenweiler_wochenangebot.jpg
Swiss‑chard and lentil curry with lemon leaves; basmati rice; cucumber dip; naan bread,no,no,Meal 1,Vegan,Mensa Flugplatz,images/2025-06-17/mensa-flugplatz_essen-1.jpg
Pork steak with herb butter; yoghurt‑cucumber dip; French fries; white‑cabbage carrot salad,no,no,Meal 2,Non-vegetarian,Mensa Flugplatz,images/2025-06-17/mensa-flugplatz_essen-2.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Flugplatz,images/2025-06-17/mensa-flugplatz_essen-3.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Flugplatz,images/2025-06-17/mensa-flugplatz_wochenangebot.jpg
"Thick‑cut fries with vegetable‑soy Bolognese, chilli‑pepper cream, tomatoes, rocket and grated cheese",no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2025-06-17/mensa-rempartstrae_wochenangebot.jpg
Swiss‑chard and lentil curry with lemon leaves; basmati rice; cucumber dip; naan bread,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2025-06-17/mensa-institutsviertel_essen-1.jpg
Pork steak with herb butter; yoghurt‑cucumber dip; French fries; white‑cabbage carrot salad,no,no,Meal 2,Non-vegetarian,Mensa Institutsviertel,images/2025-06-17/mensa-institutsviertel_essen-2.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-06-17/mensa-institutsviertel_essen-3.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-06-17/mensa-institutsviertel_wochenangebot.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Littenweiler,images/2025-06-17/mensa-littenweiler_essen-3.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2025-06-17/mensa-littenweiler_wochenangebot.jpg
Organic asparagus spears with white sauce; vegetable schnitzel; new potatoes,no,no,Meal 1,Vegan,Mensa Flugplatz,images/2025-06-16/mensa-flugplatz_essen-1.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Flugplatz,images/2025-06-16/mensa-flugplatz_essen-3.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Flugplatz,images/2025-06-16/mensa-flugplatz_wochenangebot.jpg
Almond‑tofu ragout with mushrooms; homemade spaetzle,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-06-16/mensa-rempartstrae_essen-1.jpg
"Thick‑cut fries with vegetable‑soy Bolognese, chilli‑pepper cream, tomatoes, rocket and grated cheese",no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2025-06-16/mensa-rempartstrae_wochenangebot.jpg
Organic asparagus spears with white sauce; vegetable schnitzel; new potatoes,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2025-06-16/mensa-institutsviertel_essen-1.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-06-16/mensa-institutsviertel_essen-3.jpg
Spicy vegetable coconut soup with organic tofu; baguette,no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2025-06-16/mensa-institutsviertel_schneller-teller.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-06-16/mensa-institutsviertel_wochenangebot.jpg
Potato dumplings with cream sauce,no,no,Dinner 1,Vegan,Mensa Institutsviertel,images/2025-06-16/mensa-institutsviertel_abendessen-1.jpg
Breaded pork schnitzel or vegetable schnitzel; roast gravy; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2025-06-16/mensa-littenweiler_wochenangebot.jpg
Thai curry with vegetables and soy; basmati rice; peanuts,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-06-14/mensa-rempartstrae_essen-1.jpg
Crispy chicken schnitzel with tomato sauce; fusilli,no,no,Meal 2,Non-vegetarian,Mensa Rempartstrae,images/2025-06-14/mensa-rempartstrae_essen-2.jpg
Beetroot dumplings with feta cheese; feta risotto,no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-06-13/mensa-flugplatz_essen-1.jpg
Rice pudding with peach compote and cinnamon sugar,no,no,Meal 3,Vegetarian,Mensa Flugplatz,images/2025-06-13/mensa-flugplatz_essen-3.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Flugplatz,images/2025-06-13/mensa-flugplatz_wochenangebot.jpg
Coalfish fillet in herb marinade; lemon cream; potato rösti; pea purée,no,no,Meal 2,Non-vegetarian,Mensa Rempartstrae,images/2025-06-13/mensa-rempartstrae_essen-2.jpg
Pan of potato dumplings and vegetables; cream sauce; leafy salad,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2025-06-13/mensa-rempartstrae_tagesgericht.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2025-06-13/mensa-rempartstrae_wochenangebot.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-06-13/mensa-institutsviertel_wochenangebot.jpg
Spaghetti with wheat‑vegetable Bolognese,no,no,Meal 1,Vegan,Mensa Flugplatz,images/2025-06-12/mensa-flugplatz_essen-1.jpg
Miso soup (vegetarian and with meat options); baguette,no,no,Meal 3,Vegan on request,Mensa Flugplatz,images/2025-06-12/mensa-flugplatz_essen-3.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Flugplatz,images/2025-06-12/mensa-flugplatz_wochenangebot.jpg
"Cauliflower burger with harissa mayonnaise, aubergine and rocket; French fries",no,no,Daily dish,Vegan,Mensa Rempartstrae,images/2025-06-12/mensa-rempartstrae_tagesgericht.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2025-06-12/mensa-rempartstrae_wochenangebot.jpg
Spaghetti with wheat‑vegetable Bolognese,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2025-06-12/mensa-institutsviertel_essen-1.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-06-12/mensa-institutsviertel_wochenangebot.jpg
Kaiserschmarrn (shredded pancake) with apple sauce,no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-06-11/mensa-flugplatz_essen-1.jpg
Texas skillet with soy strips and red beans; paprika dip; country potatoes,no,no,Meal 2,Vegan,Mensa Flugplatz,images/2025-06-11/mensa-flugplatz_essen-2.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Flugplatz,images/2025-06-11/mensa-flugplatz_essen-3.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Flugplatz,images/2025-06-11/mensa-flugplatz_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2025-06-11/mensa-rempartstrae_wochenangebot.jpg
Kaiserschmarrn (shredded pancake) with apple sauce,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-06-11/mensa-institutsviertel_essen-1.jpg
Texas skillet with soy strips and red beans; paprika dip; country potatoes,no,no,Meal 2,Vegan,Mensa Institutsviertel,images/2025-06-11/mensa-institutsviertel_essen-2.jpg
Miso soup (vegetarian or with meat); baguette,no,no,Meal 3,Vegan on request,Mensa Institutsviertel,images/2025-06-11/mensa-institutsviertel_essen-3.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-06-11/mensa-institutsviertel_wochenangebot.jpg
Soy gyros; cucumber dip; French fries,no,no,Dinner 1,Vegan,Mensa Institutsviertel,images/2025-06-11/mensa-institutsviertel_abendessen-1.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Flugplatz,images/2025-06-10/mensa-flugplatz_essen-3.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Flugplatz,images/2025-06-10/mensa-flugplatz_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Rempartstrae,images/2025-06-10/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-06-10/mensa-institutsviertel_essen-3.jpg
"Thick‑cut fries with pea‑protein chilli, jalapeños, rocket, garlic oil, chilli oil and grated cheese",no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-06-10/mensa-institutsviertel_wochenangebot.jpg
Swiss‑chard and lentil curry with lemon leaves; basmati rice; naan bread,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-06-07/mensa-rempartstrae_essen-1.jpg
Spaghetti Bolognese with organic beef; grated hard cheese,no,no,Meal 2,Non-vegetarian,Mensa Rempartstrae,images/2025-06-07/mensa-rempartstrae_essen-2.jpg
Mixed salad plate “Monte Ziego” with goat cream‑cheese ball; simit bread,no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-06-06/mensa-flugplatz_essen-1.jpg
Fish fillet; herb potatoes; remoulade sauce,no,no,Meal 2,Non-vegetarian,Mensa Flugplatz,images/2025-06-06/mensa-flugplatz_essen-2.jpg
Rice pudding with fruit salad and cinnamon sugar,no,no,Meal 3,Vegetarian,Mensa Flugplatz,images/2025-06-06/mensa-flugplatz_essen-3.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Flugplatz,images/2025-06-06/mensa-flugplatz_wochenangebot.jpg
Texas skillet with soy strips and red beans; paprika dip; country potatoes,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-06-06/mensa-rempartstrae_essen-1.jpg
Mixed salad plate “Monte Ziego” with goat cream‑cheese ball; simit bread,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-06-06/mensa-institutsviertel_essen-1.jpg
Fish fillet; herb potatoes; remoulade sauce,no,no,Meal 2,Non-vegetarian,Mensa Institutsviertel,images/2025-06-06/mensa-institutsviertel_essen-2.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-06-06/mensa-institutsviertel_wochenangebot.jpg
Texas skillet with soy strips and red beans; paprika dip; country potatoes,no,no,Meal 1,Vegan,Mensa Littenweiler,images/2025-06-06/mensa-littenweiler_essen-1.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2025-06-06/mensa-littenweiler_wochenangebot.jpg
Vegetable gnocchi pan with pink and white sauces; rocket pesto; grated hard cheese,no,no,Meal 1,Vegan on request,Mensa Flugplatz,images/2025-06-05/mensa-flugplatz_essen-1.jpg
Organic asparagus spears with butter sauce; breaded pork schnitzel or vegetable schnitzel; new potatoes,no,no,Meal 2,Non-vegetarian,Mensa Flugplatz,images/2025-06-05/mensa-flugplatz_essen-2.jpg
Miso soup (vegetarian and with meat options); baguette,no,no,Meal 3,Vegan on request,Mensa Flugplatz,images/2025-06-05/mensa-flugplatz_essen-3.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Flugplatz,images/2025-06-05/mensa-flugplatz_wochenangebot.jpg
Vegetable gnocchi pan with pink and white sauces; rocket pesto; grated hard cheese,no,no,Meal 1,Vegan on request,Mensa Institutsviertel,images/2025-06-05/mensa-institutsviertel_essen-1.jpg
Organic asparagus spears with butter sauce; breaded pork schnitzel or vegetable schnitzel; new potatoes,no,no,Meal 2,Non-vegetarian,Mensa Institutsviertel,images/2025-06-05/mensa-institutsviertel_essen-2.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-06-05/mensa-institutsviertel_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2025-06-05/mensa-littenweiler_wochenangebot.jpg
Greek farmer’s salad with feta cheese; seeded baguette,no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-06-04/mensa-flugplatz_essen-1.jpg
"Cauliflower burger with harissa mayonnaise, aubergine and rocket; baked potato and sweet‑potato wedges",no,no,Meal 2,Vegan,Mensa Flugplatz,images/2025-06-04/mensa-flugplatz_essen-2.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Flugplatz,images/2025-06-04/mensa-flugplatz_essen-3.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Flugplatz,images/2025-06-04/mensa-flugplatz_wochenangebot.jpg
Zucchini kofta; herb yoghurt dip; Greek farmer’s salad; flatbread,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-06-04/mensa-rempartstrae_essen-1.jpg
"Pasta salad with olives, sun‑dried tomatoes and basil, served with wiener sausages or organic tofu mini‑sausages",no,no,Quick plate,Vegan on request,Mensa Rempartstrae,images/2025-06-04/mensa-rempartstrae_schneller-teller.jpg
Greek farmer’s salad with feta cheese; seeded baguette,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-06-04/mensa-institutsviertel_essen-1.jpg
"Cauliflower burger with harissa mayonnaise, aubergine and rocket; baked potato and sweet‑potato wedges",no,no,Meal 2,Vegan,Mensa Institutsviertel,images/2025-06-04/mensa-institutsviertel_essen-2.jpg
Miso soup (vegetarian and with meat options); baguette,no,no,Meal 3,Vegan on request,Mensa Institutsviertel,images/2025-06-04/mensa-institutsviertel_essen-3.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-06-04/mensa-institutsviertel_wochenangebot.jpg
Börek with spinach; carrot curry; pea purée,no,no,Dinner 1,Vegetarian,Mensa Institutsviertel,images/2025-06-04/mensa-institutsviertel_abendessen-1.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2025-06-04/mensa-littenweiler_wochenangebot.jpg
Vegetable Swabian dumplings baked with tomato and mozzarella; fried onions; rissolé potatoes,no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-06-03/mensa-flugplatz_essen-1.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Flugplatz,images/2025-06-03/mensa-flugplatz_essen-3.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Flugplatz,images/2025-06-03/mensa-flugplatz_wochenangebot.jpg
Vegetable‑filled cannelloni with cheese crust; tomato sauce; herb pesto,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-06-03/mensa-rempartstrae_essen-1.jpg
Soy gyros; tzatziki; vegetable rice; carrot coleslaw,no,no,Daily dish,Vegan on request,Mensa Rempartstrae,images/2025-06-03/mensa-rempartstrae_tagesgericht.jpg
Vegetable Swabian dumplings baked with tomato and mozzarella; fried onions; rissolé potatoes,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-06-03/mensa-institutsviertel_essen-1.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-06-03/mensa-institutsviertel_essen-3.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-06-03/mensa-institutsviertel_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2025-06-03/mensa-littenweiler_wochenangebot.jpg
Potato gratin “Monte Ziego”; goat‑cheese dip,no,no,Meal 1,Vegetarian,Mensa Flugplatz,images/2025-06-02/mensa-flugplatz_essen-1.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Flugplatz,images/2025-06-02/mensa-flugplatz_essen-3.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Flugplatz,images/2025-06-02/mensa-flugplatz_wochenangebot.jpg
Potato gratin “Monte Ziego”; goat‑cheese dip,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-06-02/mensa-institutsviertel_essen-1.jpg
Pasta creations from our in‑house pasta workshop with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-06-02/mensa-institutsviertel_essen-3.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Institutsviertel,images/2025-06-02/mensa-institutsviertel_wochenangebot.jpg
Curry sausage or Planted™ curry sausage; French fries,no,no,Weekly special,Vegan on request,Mensa Littenweiler,images/2025-06-02/mensa-littenweiler_wochenangebot.jpg
Soy gyros; tzatziki; vegetable rice; carrot coleslaw,no,no,Meal 1,Vegan on request,Mensa Rempartstrae,images/2025-05-31/mensa-rempartstrae_essen-1.jpg
Coalfish fillet in tomato‑basil white‑wine sauce; potato gratin,no,no,Meal 2,Non-vegetarian,Mensa Flugplatz,images/2025-05-30/mensa-flugplatz_essen-2.jpg
Rice pudding with apple sauce and cinnamon sugar,no,no,Meal 3,Vegetarian,Mensa Flugplatz,images/2025-05-30/mensa-flugplatz_essen-3.jpg
"Thick‑cut fries with chilli con carne, garlic oil, chilli oil and grated mozzarella",no,no,Weekly special,Non-vegetarian,Mensa Flugplatz,images/2025-05-30/mensa-flugplatz_wochenangebot.jpg
